"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","verbatimLatitude","verbatimLongitude","verbatimElevation","stateProvince","country","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","startDayOfYear","endDayOfYear","day","month","year","basisOfRecord","type","occurrenceStatus","recordNumber","recordedBy","eventID","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","associatedSequences","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","Location","verbatim_scientificName","idContinuity","country_suggested","countryCode","coordinates_transposed","countryMatch"
"Dorey_data_258574","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-19.296278,146.787858,NA,NA,NA,"Queensland","Australia",NA,"Townsville",NA,NA,NA,NA,NA,NA,NA,"CC-BY-NC-SA 4.0 (Int)",NA,"2013/01/20 00:00:00",NA,NA,NA,20,1,2013,"OCCURRENCE",NA,"PRESENT",NA,"Tattersall, Malcolm",NA,NA,NA,NA,NA,NA,14,TRUE,NA,NA,NA,NA,NA,NA,"https://www.flickr.com/photos/malcolm_nq/8397468874/",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,"Attribution-NonCommercial-ShareAlike License",NA,NA,NA,NA,"https://www.flickr.com/photos/malcolm_nq/8397468874/",NA,"3f30b826-d370-4638-9072-2c769c329070",NA,NA,"BASIS_OF_RECORD_INVALID | FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_DATE_INVALID",NA,NA,"Unique","3f30b826-d370-4638-9072-2c769c329070",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_258037","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-19.296278,146.787858,NA,NA,NA,"Queensland","Australia",NA,"Townsville",NA,NA,NA,NA,NA,NA,NA,"CC-BY-NC-SA 4.0 (Int)",NA,"2013/01/20 00:00:00",NA,NA,NA,20,1,2013,"OCCURRENCE",NA,"PRESENT",NA,"Tattersall, Malcolm",NA,NA,NA,NA,NA,NA,14,TRUE,NA,NA,NA,NA,NA,NA,"https://www.flickr.com/photos/malcolm_nq/8396383439/",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,"Attribution-NonCommercial-ShareAlike License",NA,NA,NA,NA,"https://www.flickr.com/photos/malcolm_nq/8396383439/",NA,"3f30b826-d370-4638-9072-2c769c329070",NA,NA,"BASIS_OF_RECORD_INVALID | FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_DATE_INVALID",NA,NA,"Unique","3f30b826-d370-4638-9072-2c769c329070",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257324","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.466,145.25,"15° 28' 0"" S","145° 15' 0"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/18 00:00:00",NA,NA,NA,18,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186630",NA,NA,NA,NA,0.001,10000,TRUE,"K.453686",NA,NA,"AM",NA,"ecatalogue.irn:1719894 | urn:catalog:AM:Entomology:K.453686","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453686",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a0eecf4-130a-4913-80c2-9c78aa3de331",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","0a0eecf4-130a-4913-80c2-9c78aa3de331","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Cooktown (15° 28' 00"" S, 145° 15' 00"" E) 18/07/1982 - 18/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255750","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.483,145.266,"15° 29' S","145° 16' E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1985/06/13 00:00:00",NA,NA,NA,13,6,1985,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186797",NA,NA,NA,NA,0.001,10000,TRUE,"K.453690",NA,NA,"AM",NA,"ecatalogue.irn:1719926 | urn:catalog:AM:Entomology:K.453690","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453690",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"092faefa-3b1d-45f1-9e4d-f1a829310774",NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","092faefa-3b1d-45f1-9e4d-f1a829310774","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Quarantine Bay, Cooktown (15° 29' S, 145° 16' E) 13/06/1985 - 13/06/1985, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_18107470","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-27.4652065,153.017459,NA,NA,NA,"Queensland","Australia",NA,"Brisbane",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1917/03/27 00:00:00",NA,NA,NA,27,3,1917,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234205",NA,NA,"QM",NA,"2083477","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234205",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,"MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_REPROJECTED | COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_246953","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,NA,NA,-23.133333,150.733338,NA,NA,NA,"Queensland","Australia",NA,"Yeppoon",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1979/10/13 00:00:00",NA,NA,NA,13,10,1979,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234215",NA,NA,"QM",NA,"2083487","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234215",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257926","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.466,145.25,"15° 28' 0"" S","145° 15' 0"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/18 00:00:00",NA,NA,NA,18,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1186630",NA,NA,NA,NA,0.001,10000,TRUE,"K.453684",NA,NA,"AM",NA,"ecatalogue.irn:1719876 | urn:catalog:AM:Entomology:K.453684","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453684",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","ed6b4271-21c4-499f-ba76-d766efba5839|7699c0ff-c78f-4fba-8a91-b23e47aac601|c7ef614c-64d4-47a0-af48-43b4538440c0","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Cooktown (15° 28' 00"" S, 145° 15' 00"" E) 18/07/1982 - 18/07/1982, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259892","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,"Coelioxys (Coelioxys) albolineata Cockerell, 1905","species","Cockerell, 1905",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-17.8686,146.1075,"17° 52' 7.0000"" S","146° 6' 27.000"" E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1975/08/16 00:00:00",NA,NA,NA,16,8,1975,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"O'Reilly, G.","urn:australianmuseum.net.au:Events:1172195",NA,NA,NA,NA,1e-5,100,TRUE,"K.453676",NA,NA,"AM",NA,"ecatalogue.irn:1719773 | urn:catalog:AM:Entomology:K.453676","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453676",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate","8e9bced1-4793-4caf-b1bd-7f94d974ffc8","ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mission Beach (17° 52' 07"" S, 146° 06' 27"" E) 16/08/1975 - 16/08/1975, O'Reilly, G(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_242862","Coelioxys albolineatus Cockerell, 1905","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys albolineatus","albolineatus",NA,NA,"species","Cockerell, 1905",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-23.62,150.15,NA,NA,NA,"Queensland","Australia",NA,"Westwood",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1924/12/14 00:00:00",NA,NA,NA,14,12,1924,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Burns, N. Alexander | National Museum of Victoria",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32819",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32819",NA,NA,NA,NA,NA,"Coelioxys albolineata",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_244546","Coelioxys weinlandi Schulz, 1904","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys weinlandi","weinlandi",NA,NA,"species","Schulz, 1904",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-13.95,143.2,NA,NA,NA,"Queensland","Australia",NA,"Coen",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1959/09/22 00:00:00",NA,NA,NA,22,9,1959,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Smith, E.T.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32816",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32816",NA,NA,NA,NA,NA,"Coelioxys (Torridapis) weinlandi",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_244597","Coelioxys weinlandi Schulz, 1904","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys weinlandi","weinlandi",NA,NA,"species","Schulz, 1904",NA,NA,NA,NA,NA,NA,NA,NA,-20.016667,148.166667,NA,NA,NA,"Queensland","Australia",NA,"Merinda",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1947/12/08 00:00:00",NA,NA,NA,8,12,1947,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234237",NA,NA,"QM",NA,"2083509","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234237",NA,NA,NA,NA,NA,"Coelioxys (Torridapis) weinlandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259084","Coelioxys weinlandi Schulz, 1904","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys weinlandi","weinlandi",NA,NA,"species","Schulz, 1904",NA,NA,NA,NA,NA,NA,NA,NA,-16.6,145.333333,NA,NA,NA,"Queensland","Australia",NA,"Kingfisher Park, 1 km N Julatten",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1998/05/01 00:00:00",NA,NA,NA,1,5,1998,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234240",NA,NA,"QM",NA,"2083512","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234240",NA,NA,NA,NA,NA,"Coelioxys (Torridapis) weinlandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_MONTH | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_256226","Coelioxys weinlandi Schulz, 1904","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys weinlandi","weinlandi",NA,"Coelioxys weinlandi Schulz, 1904","species","Schulz, 1904",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-15.466,145.25,"15° 28' S","145° 15' E",NA,"Queensland","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1982/07/22 00:00:00",NA,NA,NA,22,7,1982,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1184151","sweep sample",NA,NA,NA,0.001,NA,TRUE,"K.453698",NA,NA,"AM",NA,"ecatalogue.irn:1720078 | urn:catalog:AM:Entomology:K.453698","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453698",NA,NA,NA,NA,NA,"Coelioxys (Torridapis) weinlandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Cooktown (15° 28' S, 145° 15' E) 22/07/1982 - 22/07/1982, Rodd, Norman W(Collector), sweep sample"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_258576","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,"Coelioxys (Coelioyxs) froggatti Cockerell, 1911","species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-33.48527,150.23777,"33° 29' 7"" S","150° 14' 16"" E",NA,"New South Wales","Australia",NA,NA,NA,"Blue Mountains",NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1978/02/09 00:00:00",NA,NA,NA,9,2,1978,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1211857",NA,NA,NA,NA,1e-5,100,TRUE,"K.453695",NA,NA,"AM",NA,"ecatalogue.irn:1720031 | urn:catalog:AM:Entomology:K.453695","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453695",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Blue Mountains, Clarence (33° 29' 07"" S, 150° 14' 16"" E) 09/02/1978 - 09/02/1978"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255050","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-27.983334,146.050003,NA,NA,NA,"Queensland","Australia",NA,"38 km E of Cunnamulla",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1976/12/17 00:00:00",NA,NA,NA,17,12,1976,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234201",NA,NA,"QM",NA,"2083473","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234201",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_244745","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,NA,NA,-33.65,115.33,NA,NA,NA,"Western Australia","Australia",NA,"Busselton",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1957/03/17 00:00:00",NA,NA,NA,17,3,1957,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Snell, A.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32802",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32802",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_256877","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-33.57,148.67,NA,NA,NA,"New South Wales","Australia",NA,"Canowindra",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/01/01 00:00:00",NA,NA,NA,1,1,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", F.E.W.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32810",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32810",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,"07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE",NA,NA,"Kept duplicate","07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
